Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Role_Tenure_Ratio,ManagerTenureRatio,Promotion_Tenure_Ratio,Log_TotalWorkingYears,Log_YearsAtCompany,Log_YearsSinceLastPromotion,Log_MonthlyIncome,Attrition
35,Travel_Frequently,664,R&D,1,Bachelors,Medical,1,Medium,Male,79,High,Entry Level,Research Scientist,Low,Married,2194,5868,4,No,13,Good,Very High,80,1,5,2,Average,3,0.5,0.5,0.25,1.791759469228055,1.3862943611198906,0.6931471805599453,7.693937325509272,No
40,Travel_Rarely,107,Sales,10,Bachelors,Technical Degree,1,Medium,Female,84,Medium,Junior Level,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Good,Medium,80,1,7,2,Excellent,5,0.167,0.5,0.167,2.0794415416798357,1.791759469228055,0.6931471805599453,8.832441791585824,No
31,Travel_Frequently,163,R&D,24,Below School,Technical Degree,1,Very High,Female,30,High,Junior Level,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Excellent,Very High,80,0,9,3,Average,5,0.667,0.667,0.167,2.302585092994046,1.791759469228055,0.6931471805599453,8.56388591940822,No
41,Travel_Frequently,143,Sales,4,Bachelors,Marketing,1,Low,Male,56,High,Junior Level,Sales Executive,Medium,Single,9355,9558,1,No,18,Good,High,80,0,8,5,Good,8,0.778,0.778,0.778,2.1972245773362196,2.1972245773362196,2.0794415416798357,9.143773127704069,Yes
26,Travel_Rarely,991,R&D,6,Bachelors,Life Sciences,1,High,Female,71,High,Entry Level,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,Good,High,80,1,3,2,Good,3,0.5,0.5,0.0,1.3862943611198906,1.3862943611198906,0.0,7.886081401775745,No
32,Non-Travel,862,Sales,2,Below School,Life Sciences,1,High,Female,76,High,Entry Level,Sales Representative,Low,Divorced,2827,14947,1,No,12,Good,High,80,3,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.947325027016463,No
38,Non-Travel,1336,HR,2,Bachelors,Human Resources,1,Low,Male,100,High,Entry Level,Human Resources,Medium,Divorced,2592,7129,5,No,13,Good,Very High,80,3,13,3,Good,11,0.833,0.667,0.25,2.639057329615259,2.4849066497880004,1.3862943611198906,7.860570785538664,No
22,Travel_Rarely,253,R&D,11,Bachelors,Medical,1,Low,Female,43,High,Entry Level,Research Scientist,Medium,Married,2244,24440,1,No,13,Good,Very High,80,1,2,1,Good,2,0.333,0.667,0.333,1.0986122886681096,1.0986122886681096,0.6931471805599453,7.716460800176355,No
22,Travel_Rarely,217,R&D,8,Below School,Life Sciences,1,Medium,Male,94,Low,Entry Level,Laboratory Technician,Low,Married,2451,6881,1,No,15,Good,Low,80,1,4,3,Average,4,0.6,0.2,0.2,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.804659297056102,No
27,Travel_Rarely,1134,R&D,16,Masters,Technical Degree,1,High,Female,37,High,Entry Level,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Good,Medium,80,1,4,2,Good,2,0.667,0.667,0.667,1.6094379124341003,1.0986122886681096,1.0986122886681096,7.941651252930556,No
38,Travel_Rarely,723,Sales,2,Masters,Marketing,1,Medium,Female,77,Low,Junior Level,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Excellent,Low,80,2,20,4,Average,4,0.4,0.6,0.0,3.044522437723423,1.6094379124341003,0.0,8.595264726836392,No
29,Travel_Rarely,232,R&D,19,Bachelors,Technical Degree,1,Very High,Male,34,High,Junior Level,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,Good,Medium,80,2,8,2,Excellent,3,0.5,0.5,0.25,2.1972245773362196,1.3862943611198906,0.6931471805599453,8.35772841676521,No
28,Travel_Rarely,529,R&D,2,Masters,Life Sciences,1,Low,Male,79,High,Entry Level,Laboratory Technician,High,Single,3485,14935,2,No,11,Good,High,80,0,5,5,Poor,0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,8.156510226079966,Yes
31,Travel_Rarely,746,R&D,8,Masters,Life Sciences,1,High,Female,61,High,Junior Level,Manufacturing Director,Very High,Single,4424,20682,1,No,23,Excellent,Very High,80,0,11,2,Good,11,0.583,0.667,0.083,2.4849066497880004,2.4849066497880004,0.6931471805599453,8.39502555744203,No
55,Non-Travel,177,R&D,8,Below School,Medical,1,Very High,Male,37,Medium,Senior Level,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Good,Very High,80,1,34,3,Good,33,0.265,0.0,0.441,3.5553480614894135,3.5263605246161616,2.772588722239781,9.516206114861593,No
59,Travel_Rarely,818,HR,6,School,Medical,1,Medium,Male,52,High,Entry Level,Human Resources,High,Married,2267,25657,8,No,17,Good,Very High,80,0,7,2,Average,2,0.667,0.667,0.667,2.0794415416798357,1.0986122886681096,1.0986122886681096,7.7266536648476425,No
48,Travel_Rarely,163,Sales,2,PhD,Marketing,1,Medium,Female,37,High,Junior Level,Sales Executive,Very High,Married,4051,19658,2,No,14,Good,Low,80,1,14,2,Good,9,0.7,0.7,0.6,2.70805020110221,2.302585092994046,1.9459101490553132,8.306965865368573,No
43,Travel_Frequently,313,R&D,21,Bachelors,Medical,1,Very High,Male,61,High,Entry Level,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Excellent,Low,80,1,8,1,Good,3,0.5,0.5,0.25,2.1972245773362196,1.3862943611198906,0.6931471805599453,7.7226775164680035,No
35,Travel_Rarely,950,R&D,7,Bachelors,Other,1,High,Male,59,High,Mid Level,Manufacturing Director,High,Single,10221,18869,3,No,21,Excellent,Medium,80,0,17,3,Excellent,8,0.556,0.667,0.111,2.8903717578961645,2.1972245773362196,0.6931471805599453,9.232297539328226,No
33,Travel_Rarely,134,R&D,2,Bachelors,Life Sciences,1,High,Male,90,High,Entry Level,Research Scientist,Very High,Single,2500,10515,0,No,14,Good,Low,80,0,4,2,Excellent,3,0.25,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,7.824445930877619,No
53,Travel_Rarely,1219,Sales,2,Masters,Life Sciences,1,Low,Female,78,Medium,Senior Level,Manager,Very High,Married,15427,22021,2,No,16,Good,High,80,0,31,3,Good,25,0.308,0.269,0.115,3.4657359027997265,3.258096538021482,1.3862943611198906,9.643939319328119,No
46,Non-Travel,849,Sales,26,School,Life Sciences,1,Medium,Male,98,Medium,Junior Level,Sales Executive,Medium,Single,7991,25166,8,No,15,Good,High,80,0,6,3,Good,2,0.667,0.667,0.667,1.9459101490553132,1.0986122886681096,1.0986122886681096,8.98619632032839,No
31,Travel_Rarely,1398,HR,8,School,Medical,1,Very High,Female,96,Very High,Entry Level,Human Resources,Medium,Single,2109,24609,9,No,18,Good,Very High,80,0,8,3,Good,3,0.5,0.5,0.0,2.1972245773362196,1.3862943611198906,0.0,7.6544432264701125,No
38,Travel_Rarely,343,R&D,15,School,Life Sciences,1,High,Male,92,Medium,Mid Level,Research Director,Very High,Divorced,11510,15682,0,Yes,14,Good,Medium,80,1,12,3,Good,11,0.833,0.75,0.167,2.5649493574615367,2.4849066497880004,1.0986122886681096,9.351058378915063,No
55,Travel_Rarely,1136,R&D,1,Masters,Medical,1,Medium,Male,81,Very High,Senior Level,Research Director,Very High,Divorced,14732,12414,2,No,13,Good,Very High,80,2,31,4,Excellent,7,0.875,0.0,0.0,3.4657359027997265,2.0794415416798357,0.0,9.597845154707354,No
60,Travel_Rarely,696,Sales,7,Masters,Marketing,1,Medium,Male,52,Very High,Junior Level,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,Good,Medium,80,1,12,3,Good,11,0.583,0.75,0.083,2.5649493574615367,2.4849066497880004,0.6931471805599453,8.560444233410552,No
58,Travel_Rarely,286,R&D,2,Masters,Life Sciences,1,Very High,Male,31,High,Executive Level,Research Director,Medium,Single,19246,25761,7,Yes,12,Good,Very High,80,0,40,2,Good,31,0.469,0.25,0.406,3.713572066704308,3.4657359027997265,2.639057329615259,9.865110483415124,Yes
38,Travel_Frequently,653,R&D,29,PhD,Life Sciences,1,Very High,Female,50,High,Junior Level,Laboratory Technician,Very High,Single,2406,5456,1,No,11,Good,Very High,80,0,10,2,Good,10,0.273,0.818,0.818,2.3978952727983707,2.3978952727983707,2.302585092994046,7.786136437783072,No
46,Travel_Rarely,1277,Sales,2,Bachelors,Life Sciences,1,High,Male,74,High,Mid Level,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Good,Medium,80,1,13,5,Average,10,0.545,0.273,0.0,2.639057329615259,2.3978952727983707,0.0,9.246575864558277,No
28,Travel_Rarely,1158,R&D,9,Bachelors,Medical,1,Very High,Male,94,High,Entry Level,Research Scientist,Very High,Married,2070,2613,1,No,23,Excellent,Very High,80,1,5,3,Average,5,0.333,0.667,0.0,1.791759469228055,1.791759469228055,0.0,7.635786861395585,No
56,Travel_Rarely,310,R&D,7,School,Technical Degree,1,Very High,Male,72,High,Entry Level,Laboratory Technician,High,Married,2339,3666,8,No,11,Good,Very High,80,1,14,4,Poor,10,0.818,0.727,0.818,2.70805020110221,2.3978952727983707,2.302585092994046,7.757906208351747,Yes
33,Travel_Frequently,1146,Sales,25,Bachelors,Medical,1,Medium,Female,82,High,Junior Level,Sales Executive,High,Married,4539,4905,1,No,12,Good,Low,80,1,10,3,Average,10,0.636,0.091,0.0,2.3978952727983707,2.3978952727983707,0.0,8.420682291035394,No
40,Non-Travel,1142,R&D,8,School,Life Sciences,1,Very High,Male,72,High,Junior Level,Healthcare Representative,Very High,Divorced,4069,8841,3,Yes,18,Good,High,80,0,8,2,Good,2,0.667,0.667,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,8.311398278436641,No
27,Travel_Frequently,1337,HR,22,Bachelors,Human Resources,1,Low,Female,58,Medium,Entry Level,Human Resources,Medium,Married,2863,19555,1,No,12,Good,Low,80,0,1,2,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.9599745280805365,Yes
26,Travel_Frequently,1479,R&D,1,Bachelors,Life Sciences,1,High,Female,84,High,Junior Level,Manufacturing Director,Medium,Divorced,6397,26767,1,No,20,Excellent,Low,80,1,6,6,Poor,6,0.714,0.571,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.763740720509464,No
35,Non-Travel,1180,R&D,2,School,Medical,1,Medium,Male,90,High,Junior Level,Manufacturing Director,Very High,Divorced,5762,24442,2,No,14,Good,High,80,1,15,6,Good,7,0.875,0.875,0.125,2.772588722239781,2.0794415416798357,0.6931471805599453,8.659213451436667,No
33,Travel_Rarely,1069,R&D,1,Bachelors,Life Sciences,1,Medium,Female,42,Medium,Junior Level,Healthcare Representative,Very High,Single,6949,12291,0,No,14,Good,Low,80,0,6,3,Good,5,0.0,0.667,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,8.846496938558838,No
40,Travel_Rarely,575,Sales,22,School,Marketing,1,High,Male,68,Medium,Junior Level,Sales Executive,High,Married,6380,6110,2,Yes,12,Good,Low,80,2,8,6,Good,6,0.571,0.0,0.143,2.1972245773362196,1.9459101490553132,0.6931471805599453,8.761080103868347,Yes
34,Non-Travel,967,R&D,16,Masters,Technical Degree,1,Very High,Male,85,Low,Entry Level,Research Scientist,Low,Married,2307,14460,1,Yes,23,Excellent,Medium,80,1,5,2,Good,5,0.333,0.0,0.5,1.791759469228055,1.791759469228055,1.3862943611198906,7.744136627627991,Yes
50,Travel_Rarely,869,Sales,3,School,Marketing,1,Low,Male,86,Medium,Entry Level,Sales Representative,High,Married,2683,3810,1,Yes,14,Good,High,80,0,3,2,Good,3,0.5,0.5,0.0,1.3862943611198906,1.3862943611198906,0.0,7.895063498091573,Yes
48,Travel_Rarely,277,R&D,6,Bachelors,Life Sciences,1,Low,Male,97,Medium,Junior Level,Healthcare Representative,High,Single,4240,13119,2,No,13,Good,Very High,80,0,19,0,Good,2,0.667,0.667,0.667,2.995732273553991,1.0986122886681096,1.0986122886681096,8.352554369474591,No
54,Travel_Rarely,431,R&D,7,Masters,Medical,1,Very High,Female,68,High,Junior Level,Research Scientist,Very High,Married,6854,15696,4,No,15,Good,Medium,80,1,14,2,Average,7,0.125,0.875,0.125,2.70805020110221,2.0794415416798357,0.6931471805599453,8.832733591996416,No
20,Travel_Rarely,500,Sales,2,Bachelors,Medical,1,High,Female,49,Medium,Entry Level,Sales Representative,High,Single,2044,22052,1,No,13,Good,Very High,80,0,2,3,Average,2,0.667,0.667,0.0,1.0986122886681096,1.0986122886681096,0.0,7.623153068476902,Yes
43,Non-Travel,343,R&D,9,Bachelors,Life Sciences,1,Low,Male,52,High,Entry Level,Research Scientist,High,Single,2438,24978,4,No,13,Good,High,80,0,7,2,Average,3,0.5,0.5,0.25,2.0794415416798357,1.3862943611198906,0.6931471805599453,7.79934339821592,No
29,Travel_Rarely,726,R&D,29,Below School,Life Sciences,1,Very High,Male,93,Low,Junior Level,Healthcare Representative,High,Divorced,6384,21143,8,No,17,Good,Very High,80,2,11,3,Good,7,0.0,0.75,0.125,2.4849066497880004,2.0794415416798357,0.6931471805599453,8.76170676846664,No
34,Non-Travel,999,R&D,26,Below School,Technical Degree,1,Low,Female,92,Medium,Entry Level,Research Scientist,High,Divorced,2029,15891,1,No,20,Excellent,High,80,3,5,2,Good,5,0.667,0.0,0.0,1.791759469228055,1.791759469228055,0.0,7.615791072035833,No
42,Travel_Frequently,933,R&D,19,Bachelors,Medical,1,High,Male,57,Very High,Entry Level,Research Scientist,High,Divorced,2759,20366,6,Yes,12,Good,Very High,80,0,7,2,Good,2,0.667,0.667,0.667,2.0794415416798357,1.0986122886681096,1.0986122886681096,7.9229859587111955,Yes
27,Travel_Rarely,486,R&D,8,Bachelors,Medical,1,Medium,Female,86,Very High,Entry Level,Research Scientist,High,Married,3517,22490,7,No,17,Good,Low,80,0,5,0,Good,3,0.5,0.5,0.0,1.791759469228055,1.3862943611198906,0.0,8.165647925297504,No
19,Travel_Rarely,419,Sales,21,Bachelors,Other,1,Very High,Male,37,Medium,Entry Level,Sales Representative,Medium,Single,2121,9947,1,Yes,13,Good,Medium,80,0,1,3,Excellent,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.660114319173928,Yes
39,Travel_Rarely,466,R&D,1,Below School,Life Sciences,1,Very High,Female,65,Medium,Senior Level,Manufacturing Director,Very High,Married,12742,7060,1,No,16,Good,High,80,1,21,3,Good,21,0.273,0.364,0.5,3.091042453358316,3.091042453358316,2.4849066497880004,9.452737380212278,No
27,Travel_Rarely,894,R&D,9,Bachelors,Medical,1,Very High,Female,99,High,Entry Level,Research Scientist,Medium,Single,2279,11781,1,No,16,Good,Very High,80,0,7,2,Average,7,0.875,0.375,0.0,2.0794415416798357,2.0794415416798357,0.0,7.731930721948486,No
59,Travel_Rarely,1429,R&D,18,Masters,Medical,1,Very High,Male,67,High,Mid Level,Manufacturing Director,Very High,Single,10512,20002,6,No,12,Good,Very High,80,0,25,6,Average,9,0.7,0.4,0.5,3.258096538021482,2.302585092994046,1.791759469228055,9.26036786557583,No
31,Travel_Rarely,688,Sales,7,Bachelors,Life Sciences,1,High,Male,44,Medium,Mid Level,Manager,Very High,Divorced,11557,25291,9,No,21,Excellent,High,80,1,10,3,Average,5,0.667,0.167,0.0,2.3978952727983707,1.791759469228055,0.0,9.355133116877724,No
28,Travel_Rarely,1179,R&D,19,Masters,Medical,1,Very High,Male,78,Medium,Entry Level,Laboratory Technician,Low,Married,3196,12449,1,No,12,Good,High,80,3,6,2,Good,6,0.714,0.429,0.429,1.9459101490553132,1.9459101490553132,1.3862943611198906,8.069968149059841,No
34,Non-Travel,1381,Sales,4,Masters,Marketing,1,High,Female,72,High,Junior Level,Sales Executive,High,Married,6538,12740,9,No,15,Good,Low,80,1,6,3,Good,3,0.5,0.5,0.25,1.9459101490553132,1.3862943611198906,0.6931471805599453,8.785539527561276,No
31,Travel_Rarely,154,Sales,7,Masters,Life Sciences,1,Medium,Male,41,Medium,Entry Level,Sales Representative,High,Married,2329,11737,3,No,15,Good,Medium,80,0,13,2,Excellent,7,0.875,0.25,0.625,2.639057329615259,2.0794415416798357,1.791759469228055,7.753623546559746,No
53,Travel_Frequently,124,Sales,2,Bachelors,Marketing,1,High,Female,38,Medium,Mid Level,Sales Executive,Medium,Married,7525,23537,2,No,12,Good,Low,80,1,30,2,Good,15,0.438,0.75,0.375,3.4339872044851463,2.772588722239781,1.9459101490553132,8.926118971153382,No
41,Travel_Rarely,582,R&D,28,Masters,Life Sciences,1,Low,Female,60,Medium,Senior Level,Manufacturing Director,Medium,Married,13570,5640,0,No,23,Excellent,High,80,1,21,3,Good,20,0.333,0.476,0.0,3.091042453358316,3.044522437723423,0.0,9.51569044208137,No
54,Travel_Rarely,1441,R&D,17,Bachelors,Technical Degree,1,High,Female,56,High,Mid Level,Manufacturing Director,High,Married,10739,13943,8,No,11,Good,High,80,1,22,2,Good,10,0.636,0.727,0.0,3.1354942159291497,2.3978952727983707,0.0,9.281730368062856,No
30,Non-Travel,1400,R&D,3,Bachelors,Life Sciences,1,High,Male,53,High,Entry Level,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Good,High,80,1,9,3,Poor,5,0.5,0.667,0.167,2.302585092994046,1.791759469228055,0.6931471805599453,7.6487397889562425,No
49,Travel_Rarely,1261,R&D,7,Bachelors,Other,1,Medium,Male,31,Medium,Mid Level,Healthcare Representative,High,Single,10965,12066,8,No,24,Excellent,High,80,0,26,2,Good,5,0.333,0.0,0.0,3.295836866004329,1.791759469228055,0.0,9.302554855963994,No
46,Travel_Rarely,1485,R&D,18,Bachelors,Medical,1,High,Female,87,High,Junior Level,Manufacturing Director,High,Divorced,4810,26314,2,No,14,Good,High,80,1,19,5,Average,10,0.636,0.727,0.0,2.995732273553991,2.3978952727983707,0.0,8.478660241699453,No
36,Travel_Rarely,132,R&D,6,Bachelors,Life Sciences,1,Medium,Female,55,Very High,Entry Level,Laboratory Technician,Very High,Married,3038,22002,3,No,12,Good,Medium,80,0,5,3,Good,1,0.0,0.0,0.0,1.791759469228055,0.6931471805599453,0.0,8.019283792916793,No
32,Travel_Frequently,238,R&D,5,School,Life Sciences,1,Low,Female,47,Very High,Entry Level,Research Scientist,High,Single,2432,15318,3,Yes,14,Good,Low,80,0,8,2,Good,4,0.2,0.6,0.0,2.1972245773362196,1.6094379124341003,0.0,7.796880342783522,Yes
27,Travel_Rarely,1302,R&D,19,Bachelors,Other,1,Very High,Male,67,Medium,Entry Level,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Good,Low,80,2,7,3,Good,7,0.875,0.875,0.0,2.0794415416798357,2.0794415416798357,0.0,8.310660905907225,No
32,Travel_Rarely,646,R&D,9,Masters,Life Sciences,1,Low,Female,92,High,Junior Level,Research Scientist,Very High,Married,6322,18089,1,Yes,12,Good,Very High,80,1,6,2,Average,6,0.571,0.714,0.0,1.9459101490553132,1.9459101490553132,0.0,8.751949058058614,No
29,Travel_Rarely,718,R&D,8,Below School,Medical,1,Medium,Male,79,Medium,Junior Level,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,Good,High,80,1,10,2,Average,10,0.636,0.182,0.091,2.3978952727983707,2.3978952727983707,0.6931471805599453,8.528528701079983,No
37,Travel_Rarely,290,R&D,21,Bachelors,Life Sciences,1,Medium,Male,65,Very High,Entry Level,Research Scientist,Low,Married,3564,22977,1,Yes,12,Good,Low,80,1,8,3,Average,8,0.778,0.778,0.111,2.1972245773362196,2.1972245773362196,0.6931471805599453,8.178919332848396,No
35,Travel_Rarely,1349,R&D,7,School,Life Sciences,1,High,Male,63,Medium,Entry Level,Laboratory Technician,Very High,Married,2690,7713,1,No,18,Good,Very High,80,1,1,5,Average,1,0.0,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,7.897668150726906,No
51,Travel_Rarely,1318,Sales,26,Masters,Marketing,1,Low,Female,66,High,Senior Level,Manager,High,Married,16307,5594,2,No,14,Good,High,80,1,29,2,Average,20,0.286,0.81,0.19,3.4011973816621555,3.044522437723423,1.6094379124341003,9.699411063939143,No
34,Travel_Rarely,1031,R&D,6,Masters,Life Sciences,1,High,Female,45,Medium,Junior Level,Research Scientist,Medium,Divorced,4505,15000,6,No,15,Good,High,80,1,12,3,Good,1,0.0,0.0,0.0,2.5649493574615367,0.6931471805599453,0.0,8.41316512099219,No
40,Travel_Rarely,1398,Sales,2,Masters,Life Sciences,1,High,Female,79,High,Executive Level,Manager,High,Married,18041,13022,0,No,14,Good,Very High,80,0,21,2,Good,20,0.714,0.571,0.048,3.091042453358316,3.044522437723423,0.6931471805599453,9.800457652216584,No
38,Travel_Frequently,1444,HR,1,Masters,Other,1,Very High,Male,88,High,Entry Level,Human Resources,Medium,Married,2991,5224,0,Yes,11,Good,Medium,80,1,7,2,Good,6,0.286,0.286,0.143,2.0794415416798357,1.9459101490553132,0.6931471805599453,8.003697339094368,No
48,Travel_Rarely,855,R&D,4,Bachelors,Life Sciences,1,Very High,Male,54,High,Mid Level,Manufacturing Director,Very High,Single,7898,18706,1,No,11,Good,High,80,0,11,2,Good,10,0.818,0.727,0.0,2.4849066497880004,2.3978952727983707,0.0,8.97449144816442,No
42,Travel_Rarely,933,R&D,29,Bachelors,Life Sciences,1,Medium,Male,98,High,Junior Level,Manufacturing Director,Medium,Married,4434,11806,1,No,13,Good,Very High,80,1,10,3,Average,9,0.8,0.8,0.7,2.3978952727983707,2.302585092994046,2.0794415416798357,8.39728289474368,No
31,Non-Travel,697,R&D,10,Bachelors,Medical,1,High,Female,40,High,Mid Level,Research Director,High,Married,11031,26862,4,No,20,Excellent,High,80,1,13,2,Excellent,11,0.583,0.667,0.333,2.639057329615259,2.4849066497880004,1.6094379124341003,9.308555419473137,No
46,Travel_Rarely,669,Sales,9,School,Medical,1,High,Male,64,Medium,Mid Level,Sales Executive,Very High,Single,9619,13596,1,No,16,Good,Very High,80,0,9,3,Good,9,0.8,0.7,0.4,2.302585092994046,2.302585092994046,1.6094379124341003,9.171599543659752,Yes
35,Travel_Frequently,636,R&D,4,Masters,Other,1,Very High,Male,47,Medium,Entry Level,Laboratory Technician,Very High,Married,2376,26537,1,No,13,Good,Medium,80,1,2,2,Excellent,2,0.667,0.667,0.667,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.773594467360194,No
29,Travel_Frequently,746,Sales,24,Bachelors,Technical Degree,1,High,Male,45,Very High,Entry Level,Sales Representative,Low,Single,1091,10642,1,No,17,Good,Very High,80,0,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,6.9957661563048505,Yes
42,Non-Travel,335,R&D,23,School,Life Sciences,1,Very High,Male,37,Medium,Junior Level,Research Scientist,High,Single,4332,14811,1,No,12,Good,Very High,80,0,20,2,Good,20,0.429,0.333,0.143,3.044522437723423,3.044522437723423,1.3862943611198906,8.374015421739909,No
